0.297,0.000,0.419
0.023,1.447,0.888
0.051,1.319,0.848
0.041,1.379,0.868
0.069,1.230,0.820
0.049,1.541,0.936
0.063,1.164,0.791
0.113,1.453,0.927
0.010,0.653,0.565
0.035,1.049,0.734
0.063,0.779,0.637
0.059,1.297,0.842
0.071,1.323,0.858
0.032,0.850,0.653
0.066,0.752,0.627
0.031,1.522,0.921
0.064,1.205,0.807
0.015,0.961,0.690
0.020,1.597,0.947
0.048,0.746,0.618
0.324,0.000,0.430
0.017,1.294,0.824
0.101,1.031,0.753
0.047,1.370,0.867
0.100,0.988,0.735
0.073,0.751,0.630
0.048,0.613,0.565
0.191,0.624,0.626
0.195,1.383,0.931
0.074,0.820,0.657
0.090,0.979,0.728
0.034,0.770,0.622
0.064,0.829,0.657
0.122,1.034,0.763
0.090,1.224,0.826
0.127,0.841,0.687
0.143,0.955,0.739
0.007,1.230,0.795
0.279,0.000,0.412
0.017,0.712,0.592
0.061,0.397,0.483
0.007,0.659,0.566
0.022,0.219,0.396
0.012,1.126,0.755
0.014,1.538,0.921
0.017,1.252,0.807
0.015,0.386,0.461
0.007,0.636,0.557
0.005,0.420,0.470
0.002,0.081,0.333
0.026,1.387,0.865
0.013,1.021,0.714
0.045,0.954,0.700
0.015,1.247,0.805
0.040,1.548,0.935
0.030,0.969,0.700
0.023,0.981,0.702
0.020,1.009,0.712
0.353,0.000,0.441
0.047,1.486,0.913
0.072,1.290,0.845
0.103,1.462,0.926
0.150,0.960,0.744
0.145,1.057,0.781
0.107,0.635,0.597
0.101,1.353,0.882
0.126,0.937,0.725
0.053,1.002,0.722
0.090,1.031,0.749
0.123,1.420,0.918
0.105,1.189,0.818
0.098,1.054,0.761
0.121,1.441,0.925
0.065,1.205,0.808
0.118,1.550,0.967
0.140,1.149,0.816
0.243,1.018,0.804
0.102,0.662,0.606
0.166,1.484,0.960
0.842,0.000,0.637
0.073,1.192,0.806
0.178,0.689,0.647
0.152,1.418,0.928
0.170,1.287,0.883
0.125,1.406,0.913
0.080,1.190,0.808
0.083,0.883,0.686
0.178,1.157,0.834
0.259,1.473,0.993
0.053,1.258,0.824
0.219,1.433,0.961
0.132,0.746,0.651
0.142,1.610,1.001
0.097,0.635,0.593
0.045,1.076,0.748
0.040,1.205,0.798
0.083,0.813,0.658
0.073,0.759,0.633
0.098,0.858,0.682
0.946,0.000,0.678
0.082,1.414,0.899
0.036,1.248,0.814
0.129,0.837,0.686
0.121,0.776,0.659
0.084,1.414,0.899
0.208,0.789,0.699
0.236,1.391,0.951
0.311,0.745,0.722
0.276,0.858,0.754
0.310,0.736,0.719
0.147,0.888,0.714
0.137,0.737,0.650
0.353,0.872,0.790
0.266,0.749,0.706
0.312,0.855,0.767
0.224,0.970,0.778
0.081,1.274,0.842
0.485,1.302,1.015
0.251,1.965,1.186
0.162,1.366,0.911
0.311,1.078,0.856
0.204,0.544,0.599
0.218,1.502,0.988
0.064,0.966,0.712
0.042,0.995,0.715
0.099,1.361,0.884
0.178,1.309,0.895
0.207,1.175,0.853
0.130,0.890,0.708
0.138,1.143,0.812
0.218,1.094,0.825
0.081,1.401,0.893
0.336,1.186,0.909
1.462,1.007,1.288
0.052,1.522,0.930
0.126,0.750,0.650
0.165,0.966,0.752
0.308,0.000,0.423
0.050,1.195,0.798
0.043,1.639,0.973
0.087,1.151,0.795
0.092,0.837,0.671
0.084,1.282,0.847
0.157,1.441,0.939
0.092,1.221,0.825
0.167,1.560,0.991
0.100,1.175,0.810
0.158,0.838,0.698
0.128,1.271,0.860
0.064,1.383,0.879
0.086,1.179,0.806
0.099,0.894,0.698
0.139,0.750,0.655
0.060,0.861,0.668
0.140,0.745,0.654
0.104,1.009,0.745
0.016,1.439,0.882
0.066,0.791,0.643
0.657,0.000,0.563
0.005,1.299,0.822
0.145,0.976,0.748
0.009,1.433,0.877
0.070,1.050,0.748
0.096,0.744,0.636
0.123,0.861,0.693
0.153,1.183,0.834
0.223,0.830,0.721
0.215,1.300,0.906
0.169,1.412,0.932
0.223,0.791,0.706
0.261,0.962,0.789
0.026,1.427,0.881
0.249,0.767,0.706
0.320,1.004,0.829
0.175,0.839,0.705
0.218,0.987,0.782
0.245,0.998,0.797
0.177,1.274,0.880
0.316,0.000,0.426
0.065,1.217,0.813
0.136,1.600,0.994
0.194,0.965,0.764
0.145,0.980,0.750
0.189,1.032,0.788
0.155,0.983,0.755
0.087,1.287,0.850
0.059,1.350,0.863
