0.000,3.831,1.833
0.000,3.817,1.827
0.000,4.032,1.913
0.000,3.175,1.570
0.000,4.739,2.196
0.250,2.008,1.203
0.000,4.739,2.196
0.000,4.115,1.946
0.000,3.774,1.809
0.000,3.968,1.887
0.000,3.846,1.838
0.000,3.891,1.856
0.000,3.937,1.875
0.000,4.274,2.009
0.056,1.015,0.729
0.000,3.676,1.771
0.000,4.098,1.939
0.000,3.831,1.833
0.000,4.115,1.946
0.000,3.953,1.881
0.095,0.814,0.664
0.000,3.968,1.887
0.000,4.032,1.913
0.000,3.846,1.838
0.000,3.861,1.844
0.000,3.774,1.809
0.000,4.049,1.919
0.000,3.984,1.894
0.000,4.032,1.913
0.000,4.545,2.118
0.000,4.184,1.974
0.000,3.802,1.821
0.000,3.968,1.887
0.000,3.759,1.804
0.000,3.937,1.875
0.000,3.817,1.827
0.225,2.041,1.206
0.000,4.115,1.946
0.046,0.154,0.380
0.129,1.908,1.115
